"Lower Chance Farm SU58_89","Malthouse SU48_34","Calvesleys Farm SU57_159","Woodend SU57_155","Ashridge Wood SU47_140","Briff Lane SU56_119","Mayfield Farm SU57_158","The Barracks SU48_71","Compton Shepherds Hill SU57_154","Marlston Farm SU57_161","Bottom Barn SU57_153","Beenham SU56_220","Hartridge Farm SU57_39","Bere Court Farm SU67_84","comp","D"
0.561222035121482,0.288239429547052,0.296838951310862,0.597249086610789,0.28774405567369,0.481861433244129,0.52833519137867,NA,0.537973896830329,0.803726708074536,0.355976485956891,0.548790322580645,0.19968387776607,0.26896551724138,0.442815922410502,2002-11-01
0.781713575495149,0.595895684777879,0.448189762796505,0.752955082742316,0.445260648237644,0.639012786202796,0.682738758825716,NA,0.703791174642636,0.882505175983438,0.448073154800784,0.733870967741935,0.363540569020021,0.549425287356322,0.617459432971011,2002-12-01
0.97774837623286,0.896605403233906,0.874157303370787,0.929722759509993,0.796172433790837,0.80344930121915,0.946767001114827,NA,0.911124922311995,0.968737060041409,0.757021554539516,0.866935483870968,0.896733403582719,0.757471264367816,0.875588174398983,2003-01-01
0.977748376232861,0.900999296977001,0.904719101123595,0.960025789813024,0.812874540885366,0.835191793041928,0.954756596060944,NA,0.903293971410814,0.942443064182195,0.791639451338993,0.870564516129033,0.871443624868283,0.84367816091954,0.889952175614121,2003-02-01
0.938377034720552,0.808878176157477,0.811355805243446,0.948850204169353,0.743282427991494,0.810526315789475,0.925863991081383,NA,0.914481044126787,0.906418219461698,0.721097322011756,0.777217741935485,0.76290832455216,0.744827586206897,0.831852630265228,2003-03-01
0.894675647502205,0.712664457165813,0.707265917602997,0.924564796905222,0.654552484051807,0.776910496580435,0.879575436640654,NA,0.893101305158484,0.870859213250519,0.640757674722404,0.693548387096775,0.726554267650158,0.626436781609195,0.769343605072051,2003-04-01
0.834736588886216,0.618534699206588,0.620074906367042,0.885074145712444,0.584283781171467,0.729556943205472,0.824298587885544,NA,0.847886886264761,0.846273291925467,0.613977792292619,0.676209677419356,0.570600632244468,0.551724137931035,0.70794092850096,2003-05-01
0.771229251864326,0.517098523651702,0.521917602996255,0.825789813023856,0.51749468393582,0.64942016057092,0.754645113340766,NA,0.779614667495339,0.8120082815735,0.511430437622469,0.617271505376344,0.479452054794521,0.47816091954023,0.63350253967585,2003-06-01
0.695513591532355,0.43637641859998,0.431460674157304,0.757962604771115,0.455635028030157,0.582119139657053,0.683760683760684,NA,0.703045369794904,0.782608695652174,0.457870672762899,0.519354838709677,0.39567966280295,0.416091954022989,0.562883025711865,2003-07-01
0.615628257557533,0.362559003715979,0.364594257178527,0.705566301310982,0.400605709130743,0.541183467142433,0.619007803790412,NA,0.630826600372902,0.757556935817805,0.436969301110385,0.476142473118281,0.342465753424657,0.391954022988506,0.511158452819934,2003-08-01
0.54269906182343,0.303002912523853,0.270112359550561,0.616376531270148,0.319414910754559,0.481861433244127,0.558946488294315,NA,0.564947172156619,0.737836438923395,0.356629653821032,0.426612903225806,0.25131717597471,0.293103448275862,0.440220037679878,2003-09-01
0.488212653355785,0.231160657493891,0.251655430711611,0.578852353320438,0.28513435144017,0.44668450787987,0.511241174284653,NA,0.517091361093847,0.724844720496896,0.359895493141737,0.430645161290323,0.211801896733404,0.25632183908046,0.40719550771716,2003-10-01
0.437615267420416,0.190946068092799,0.230048154093099,0.536320653341929,0.247825246472066,0.419417187035385,0.475752508361204,0.139113210422063,0.475077688004972,0.724844720496894,0.314826910516002,0.444556451612904,0.192834562697577,0.263218390804598,0.363742644240851,2003-11-01
0.407385133509743,0.153911820829567,0.224369538077404,0.513346228239845,0.225517108061086,0.437109723461196,0.457915273132665,NA,0.450466128029832,0.748033126293998,0.341606792945786,0.48225806451613,0.181243414120127,0.237931034482759,0.373930260438472,2003-12-01
0.403536203993265,0.163201767600683,0.249737827715356,0.520825274016763,0.238971583220568,0.532857567647934,0.457264957264958,NA,0.455811062771908,0.795652173913044,0.317439581972567,0.503225806451613,0.174394099051633,0.286206896551724,0.392240369397847,2004-01-01
0.505171999037768,0.308953500050216,0.269113607990013,0.595314850633999,0.320510342161221,0.570324115373179,0.525191998018085,NA,0.533146882121401,0.806590752242927,0.389288047028086,0.550403225806452,0.236564805057956,0.339080459770115,0.457665737330109,2004-02-01
0.663338946355545,0.476750025107964,0.316734082397004,0.681366860090264,0.422617436690508,0.518287243532561,0.617149758454107,0.2991010208746,0.622747047855811,0.784057971014493,0.457870672762899,0.535080645161291,0.285563751317176,0.357471264367817,0.50272405185586,2004-03-01
0.671758479672841,0.498142010645777,0.339985018726592,0.706254029658284,0.436922482118693,0.495391019922689,0.638517279821628,NA,0.648477315102548,0.787163561076605,0.43435662965382,0.527822580645162,0.318756585879874,0.373563218390804,0.529008477793486,2004-04-01
0.676689920615828,0.505172240634729,0.351610486891386,0.71899849559424,0.447451511050969,0.476657746060067,0.649944258639911,NA,0.662771908017403,0.79896480331263,0.459830176355323,0.572244623655915,0.337723919915701,0.424137931034483,0.544784463213737,2004-05-01
0.680057733942748,0.503038063673797,0.336629213483146,0.716441005802707,0.451150202976996,0.462087421944694,0.654403567447046,NA,0.665941578620261,0.767080745341616,0.429784454604833,0.544354838709678,0.32349841938883,0.358620689655173,0.53023753350704,2004-06-01
0.644334856867934,0.461358843025008,0.306666666666667,0.684074790457769,0.394935240672724,0.451680047576569,0.629598662207358,NA,0.640304536979491,0.749223602484474,0.447419986936642,0.535080645161291,0.294520547945205,0.333333333333334,0.505579366178036,2004-07-01
0.588465239355304,0.382243647685045,0.268314606741573,0.650762948635289,0.354339841484631,0.395480225988702,0.58511396011396,NA,0.592189765900145,0.739993098688752,0.365120836054865,0.51209677419355,0.265015806111696,0.295402298850575,0.461118388446468,2004-08-01
0.532956458984845,0.298910314351712,0.249737827715356,0.604900064474533,0.306108641020684,0.418376449598574,0.539204756596061,NA,0.543816034804227,0.726708074534163,0.330502939255389,0.518145161290323,0.256585879873551,0.272413793103449,0.430643568892528,2004-09-01
0.483040654318018,0.250954102641358,0.237752808988764,0.565570599613153,0.265339261550357,0.416294974724948,0.496314876749659,NA,0.503211104205511,0.732746721877157,0.341606792945786,0.565322580645162,0.184404636459431,0.240229885057472,0.406368384598213,2004-10-01
0.452610055328362,0.21040474038365,0.22996254681648,0.545325596389426,0.245621496230427,0.435028248587572,0.474916387959867,0.141017827213165,0.480422622747048,0.749896480331263,0.335728282168517,0.603830645161291,0.171232876712328,0.249425287356322,0.380387363813265,2004-11-01
0.446435730895678,0.213668775735663,0.22936329588015,0.534278959810874,0.247374186481087,0.441272673208446,0.468753870927784,NA,0.47006422208411,0.734989648033127,0.331156107119529,0.604838709677419,0.175447839831402,0.258620689655172,0.396635746872342,2004-12-01
0.469088284820784,0.290499146329215,0.243745318352061,0.54996776273372,0.261163734776725,NA,0.480211817168339,NA,0.487259167184586,0.749482401656316,0.344219464402351,0.578629032258065,0.189146469968388,0.263218390804598,0.408885915871262,2005-01-01
0.520206879961511,0.332094673763851,0.252734082397004,0.574468085106383,0.29441329982602,0.414213499851324,0.509476031215162,NA,0.512119328775637,0.733954451345756,0.365120836054865,0.562500000000001,0.210221285563751,0.265517241379311,0.426695361172352,2005-02-01
0.531633389463556,0.382477988684678,0.251535580524345,0.588652482269503,0.307171853856563,0.399643175735951,0.527127461910071,NA,0.527035425730267,0.726708074534163,0.367080339647289,0.518145161290323,0.21654373024236,0.258620689655172,0.430951950272634,2005-03-01
