"D","Podmore 1022GW","Broughton Hall 1032GW","Bishops Offley 1030GW","Shelton under Harley 1043GW","comp"
1994-11-01,0.283110571081409,0.56019261637239,0.314960629921262,0.220364741641338,0.3446571397541
1994-12-01,0.298906439854193,0.571428571428571,0.322834645669297,0.232522796352584,0.356423113326161
1995-01-01,0.773997569866341,0.460674157303371,0.346456692913392,0.264437689969606,0.461391527513178
1995-02-01,0.930741190765493,0.617977528089889,0.496062992125988,0.297872340425533,0.585663512851726
1995-03-01,0.959902794653704,0.497592295345105,0.669291338582679,0.354103343465045,0.620222443011633
1995-04-01,0.829890643985419,0.491171749598716,0.653543307086619,0.401215805471125,0.593955376535469
1995-05-01,0.599027946537058,0.513643659711076,0.614173228346453,0.454407294832828,0.545313032356854
1995-06-01,0.426488456865128,0.537720706260033,0.519685039370083,0.457446808510639,0.485335252751471
1995-07-01,0.342648845686513,0.54414125200642,0.511811023622048,0.463525835866261,0.465531739295311
1995-08-01,0.235722964763062,0.556982343499197,0.464566929133857,0.430091185410334,0.421840855701612
1995-09-01,0.160388821385177,0.555377207062601,0.535433070866143,0.404255319148936,0.413863604615714
1995-10-01,0.126366950182261,0.556982343499197,0.377952755905512,0.378419452887539,0.359930375618627
1995-11-01,0.0583232077764282,0.55056179775281,0.354330708661417,0.358662613981763,0.330469582043104
1995-12-01,0.0741190765492101,0.50561797752809,0.322834645669297,0.341945288753799,0.311129247125099
1996-01-01,0.0886998784933176,0.539325842696629,0.314960629921262,0.311550151975684,0.313634125771723
1996-02-01,0,0.561797752808988,0.291338582677167,0.279635258358663,0.283192898461205
1996-03-01,0.121506682867558,0.54414125200642,0.204724409448821,0.272036474164135,0.285602204621733
1996-04-01,0.179829890643986,0.534510433386837,0.181102362204726,0.246200607902736,0.285410823534571
1996-05-01,0.381530984204131,0.526484751203852,0.188976377952762,0.21580547112462,0.328199396121341
1996-06-01,0.359659781287972,0.529695024077046,0.173228346456702,NA,0.354194383940573
1996-07-01,0.319562575941676,0.524879614767254,0.165354330708666,0.156534954407295,0.291582868956223
1996-08-01,0.183475091130013,0.536115569823435,0.0708661417322856,0.130699088145897,0.230288972707908
1996-09-01,0.14580801944107,0.500802568218299,0.0236220472440952,NA,0.223410878301155
1996-10-01,0.113001215066829,0.462279293739969,0.0314960629921307,0.0744680851063844,0.170311164226328
1996-11-01,0.133657351154314,0.447833065810595,0.0472440944881904,0.0562310030395144,0.171241378623153
1996-12-01,0.195625759416768,0.454253611556982,0.0157480314960709,0.0531914893617034,0.179704722957881
1997-01-01,0.29647630619684,0.43980738362761,0.0314960629921307,0.0486322188449859,0.204102992915392
1997-02-01,0.353584447144592,0.45585874799358,0.0708661417322856,0.03647416413374,0.229195875251049
1997-03-01,0.488456865127581,0.39486356340289,0.0551181102362258,0.027355623100305,0.241448540466751
1997-04-01,0.561360874848115,0.388443017656501,0.00787401574803546,0.0121580547112459,0.242458990740974
1997-05-01,0.498177399756987,0.406099518459069,0.0314960629921307,0.0045592705167175,0.235083062931226
1997-06-01,0.567436208991494,0.282504012841092,0,0,0.212485055458147
1997-07-01,0.756986634264885,0.333868378812199,0.0551181102362258,0.0227963525835875,0.292192368974224
1997-08-01,0.602673147023085,0.359550561797754,0.0708661417322856,0.0212765957446809,0.263591611574451
1997-09-01,0.488456865127581,0.282504012841092,0.11023622047244,0.0303951367781159,0.227898058804807
1997-10-01,0.398541919805589,0.330658105939005,0.0472440944881904,0.0258358662613984,0.200569996623546
1997-11-01,0.37667071688943,0.327447833065811,0.102362204724416,0.0319148936170225,0.20959891207417
1997-12-01,0.690157958687727,0.258426966292135,0.125984251968511,0.0486322188449859,0.28080034894834
1998-01-01,0.93438639125152,0.31621187800963,0.228346456692916,0.0577507598784209,0.384173871458122
1998-02-01,0.883353584447144,0.324237560192616,0.370078740157488,0.0744680851063844,0.413034492475908
1998-03-01,0.784933171324422,0.34510433386838,0.417322834645667,0.0896656534954413,0.409256498333477
1998-04-01,0.846901579586879,0.264847512038524,0.417322834645667,0.117021276595746,0.411523300716704
1998-05-01,0.86269744835966,0.186195826645264,0.440944881889762,0.138297872340425,0.407034007308778
1998-06-01,0.678007290400972,0.155698234349919,0.440944881889762,0.155015197568391,0.357416401052261
1998-07-01,0.585662211421629,0.0914927768860364,0.409448818897643,0.167173252279637,0.313444264871236
1998-08-01,0.45078979343864,0.313001605136437,0.354330708661417,0.185410334346504,0.325883110395749
1998-09-01,0.360874848116646,0.385232744783307,0.322834645669297,0.202127659574468,0.31776747453593
1998-10-01,0.289185905224787,0.380417335473516,0.283464566929131,0.217325227963527,0.29259825889774
1998-11-01,0.517618469015796,0.428571428571429,0.440944881889762,0.252279635258358,0.409853603683836
1998-12-01,0.78007290400972,0.391653290529694,0.377952755905512,0.279635258358663,0.457328552200897
1999-01-01,0.873633049817741,0.362760834670948,0.440944881889762,0.296352583586627,0.493422837491269
1999-02-01,0.970838396111785,0.426966292134831,0.590551181102357,0.328267477203647,0.579155836638155
1999-03-01,0.927095990279466,0.444622792937399,0.645669291338583,0.372340425531915,0.597432125021841
1999-04-01,0.849331713244227,0.467094703049761,0.661417322834643,0.406534954407297,0.596094673383982
1999-05-01,0.775212636695019,0.491171749598716,0.653543307086619,0.474164133738603,0.598522956779739
1999-06-01,0.658566221142163,0.473515248796148,0.551181102362203,0.504559270516719,0.546955460704308
1999-07-01,0.487241798298907,0.500802568218299,0.543307086614178,0.609422492401217,0.53519348638315
1999-08-01,0.37667071688943,0.521669341894061,0.519685039370083,0.542553191489363,0.490144572410734
1999-09-01,0.323207776427703,0.529695024077046,0.472440944881893,0.556231003039513,0.470393687106539
1999-10-01,0.54921020656136,0.515248796147673,0.448818897637797,0.582066869300912,0.523836192411936
1999-11-01,0.806804374240583,0.55056179775281,0.519685039370083,0.597264437689971,0.618578912263362
1999-12-01,0.849331713244227,0.553772070626003,0.566929133858273,0.612462006079028,0.645623730951883
2000-01-01,0.888213851761845,0.531300160513644,0.590551181102357,0.613981762917934,0.656011739073945
2000-02-01,0.76913730255164,0.548956661316212,0.614173228346453,0.632218844984802,0.641121509299777
2000-03-01,0.90400972053463,0.563402889245586,0.629921259842524,0.633738601823709,0.682768117861612
2000-04-01,0.699878493317133,0.552166934189405,0.637795275590548,0.642857142857144,0.633174461488557
2000-05-01,0.871202916160389,0.539325842696629,0.669291338582679,0.653495440729483,0.683328884542295
2000-06-01,0.709599027946535,0.606741573033708,0.677165354330703,0.664133738601825,0.664409923478193
2000-07-01,0.608748481166465,0.576243980738363,0.653543307086619,0.650455927051672,0.62224792401078
2000-08-01,0.490886998784934,0.601926163723916,0.566929133858273,0.661094224924014,0.580209130322784
2000-09-01,0.417982989064398,0.626003210272874,0.519685039370083,0.67325227963526,0.559230879585654
2000-10-01,0.513973268529769,0.597110754414125,0.511811023622048,0.682370820668695,0.576316466808659
2000-11-01,0.919805589307412,0.659711075441412,0.692913385826774,NA,0.757476683525199
2000-12-01,0.965978128797084,0.662921348314608,0.850393700787405,0.752279635258359,0.807893203289364
2001-01-01,0.935601458080194,0.630818619582665,0.95275590551181,0.729483282674772,0.81216481646236
2001-02-01,0.95868772782503,0.727126805778493,1,0.77355623100304,0.864842691151641
2001-03-01,NA,NA,NA,NA,NA
2001-04-01,NA,NA,NA,NA,NA
2001-05-01,NA,NA,NA,NA,NA
2001-06-01,NA,NA,NA,NA,NA
2001-07-01,NA,NA,NA,NA,NA
2001-08-01,NA,NA,NA,NA,NA
2001-09-01,NA,NA,NA,NA,NA
2001-10-01,0.301336573511543,0.865168539325842,0.763779527559059,NA,0.643428213465482
2001-11-01,0.560145808019441,0.90529695024077,0.826771653543309,NA,0.764071470601173
2001-12-01,0.709599027946535,0.876404494382021,0.716535433070869,NA,0.767512985133142
2002-01-01,0.664641555285542,0.887640449438204,0.724409448818893,0.927051671732524,0.800935781318791
2002-02-01,0.865127582017009,0.887640449438204,0.724409448818893,0.936170212765957,0.853336923260016
2002-03-01,0.859052247873634,0.914927768860353,0.834645669291334,0.916413373860183,0.881259764971376
2002-04-01,0.737545565006076,0.863563402889247,0.826771653543309,0.910334346504561,0.834553741985798
2002-05-01,0.561360874848115,0.92134831460674,0.740157480314964,0.914893617021278,0.784440071697774
2002-06-01,0.510328068043743,NA,0.677165354330703,0.913373860182372,0.700289094185606
2002-07-01,0.459295261239368,NA,0.921259842519679,0.904255319148937,0.761603474302661
2002-08-01,0.407047387606319,NA,0.614173228346453,0.904255319148937,0.64182531170057
2002-09-01,0.377885783718104,NA,0.598425196850393,0.878419452887538,0.618243477818678
2002-10-01,NA,NA,0.496062992125988,0.884498480243162,0.690280736184575
2002-11-01,0.380315917375455,NA,0.519685039370083,0.884498480243162,0.5948331456629
2002-12-01,0.811664641555284,NA,0.598425196850393,0.841945288753801,0.750678375719826
2003-01-01,0.921020656136087,1,0.677165354330703,0.890577507598784,0.872190879516394
2003-02-01,0.890643985419197,0.839486356340289,0.771653543307084,0.866261398176292,0.842011320810716
2003-03-01,0.800729040097204,0.853932584269664,0.818897637795274,0.863221884498481,0.834195286665156
2003-04-01,0.670716889428918,0.834670947030497,0.795275590551179,0.878419452887538,0.794770719974533
2003-05-01,0.517618469015796,0.626003210272874,0.716535433070869,0.882978723404256,0.685783958940949
2003-06-01,0.624544349939246,0.865168539325842,0.677165354330703,0.861702127659575,0.757145092813842
2003-07-01,0.439854191980559,0.847512038523276,0.692913385826774,0.858662613981764,0.709735557578093
2003-08-01,0.340218712029161,0.858747993579455,0.614173228346453,0.835866261398177,0.662251548838311
2003-09-01,0.247873633049818,0.839486356340289,0.527559055118107,0.83890577507599,0.613456204896051
2003-10-01,0.204131227217498,0.831460674157302,0.559055118110238,0.811550151975685,0.60154929286518
2003-11-01,0.165249088699878,0.759229534510434,0.440944881889762,0.829787234042555,0.548802684785657
2003-12-01,0.217496962332929,0.792937399678974,0.433070866141738,0.776595744680851,0.555025243208623
2004-01-01,0.461725394896719,0.747993579454255,0.472440944881893,0.785714285714286,0.616968551236788
2004-02-01,0.845686512758201,0.781701444622791,0.464566929133857,0.772036474164134,0.715997840169746
2004-03-01,0.713244228432562,0.768860353130017,0.637795275590548,0.781155015197569,0.725263718087674
2004-04-01,0.65613608748481,0.791332263242374,0.637795275590548,0.770516717325229,0.71394508591074
2004-05-01,0.763061968408264,0.486356340288924,0.598425196850393,0.764437689969605,0.653070298879297
2004-06-01,0.558930741190766,0.804173354735153,0.574803149606298,0.768996960486323,0.676726051504635
2004-07-01,0.460510328068044,0.767255216693421,0.519685039370083,0.772036474164134,0.62987176457392
2004-08-01,0.329283110571082,0.800963081861957,0.488188976377952,0.768996960486323,0.596858032324329
2004-09-01,0.478736330498179,0.719101123595506,0.448818897637797,0.781914893617023,0.607142811337126
2004-10-01,0.438639125151883,0.792937399678974,0.464566929133857,0.805471124620061,0.625403644646194
2004-11-01,0.743620899149452,0.730337078651685,0.496062992125988,0.79179331306991,0.690453570749259
2004-12-01,0.793438639125153,0.744783306581059,0.488188976377952,NA,0.675470307361388
2005-01-01,0.842041312272174,0.741573033707863,0.527559055118107,NA,0.703724467032715
2005-02-01,0.781287970838395,0.760834670947029,0.370078740157488,0.817629179331309,0.682457640318555
2005-03-01,0.761846901579586,0.712680577849119,0.543307086614178,NA,0.672611522014294
2005-04-01,0.81044957472661,0.735152487961476,0.566929133858273,0.82066869300912,0.73329997238887
2005-05-01,0.773997569866341,0.730337078651685,0.574803149606298,0.843465045592705,0.730650710929257
2005-06-01,0.601458080194411,0.727126805778493,0.480314960629917,0.85258358662614,0.66537085830724
2005-07-01,0.493317132442283,0.735152487961476,0.464566929133857,0.828267477203648,0.630326006685316
2005-08-01,0.370595382746051,0.667736757624397,0.425196850393702,0.832826747720366,0.574088934621129
2005-09-01,0.251518833535845,0.727126805778493,0.401574803149607,0.82066869300912,0.550222283868266
2005-10-01,0.172539489671932,0.619582664526484,0.354330708661417,0.828267477203648,0.49368008501587
2005-11-01,0.26123936816525,0.71749598715891,0.409448818897643,0.803951367781156,0.54803388550074
2005-12-01,0.59052247873633,0.688603531300161,0.417322834645667,0.82066869300912,0.629279384422819
2006-01-01,0.659781287970837,0.624398073836276,0.425196850393702,0.808510638297874,0.629471712624672
2006-02-01,0.664641555285542,0.682182985553774,0.401574803149607,0.800911854103345,0.637327799523067
2006-03-01,0.693803159173753,0.63884430176565,0.393700787401572,0.810030395136778,0.634094660869438
2006-04-01,0.799513973268529,0.680577849117174,0.425196850393702,0.799392097264439,0.676170192510961
2006-05-01,0.736330498177398,0.635634028892457,0.433070866141738,0.793313069908815,0.649587115780102
2006-06-01,NA,NA,0.543307086614178,0.79179331306991,0.667550199842044
2006-07-01,0.640340218712028,0.66131621187801,0.496062992125988,0.797872340425532,0.64889794078539
2006-08-01,0.391251518833536,0.667736757624397,0.417322834645667,0.79179331306991,0.567026106043377
2006-09-01,0.304374240583233,0.666934189406102,0.409448818897631,0.803951367781156,0.546177154167031
2006-10-01,0.295261239368166,0.658105939004816,0.433070866141738,0.788753799392097,0.543797960976704
2006-11-01,0.307411907654921,0.629213483146067,0.362204724409452,0.810030395136778,0.527215127586805
2006-12-01,0.563791008505468,0.593900481540931,0.425196850393702,0.822188449848024,0.601269197572031
2007-01-01,0.86269744835966,0.640449438202248,0.496062992125988,0.823708206686931,0.705729521343707
2007-02-01,0.827460510328066,0.619582664526484,0.606299212598428,0.832826747720366,0.721542283793336
2007-03-01,0.962332928311057,0.491171749598716,0.685039370078738,0.834346504559272,0.743222638136946
2007-04-01,0.778857837181046,0.63884430176565,0.685039370078738,0.832826747720366,0.73389206418645
2007-05-01,0.568651275820169,0.662921348314608,0.685039370078738,0.873860182370821,0.697618044146084
2007-06-01,0.551640340218713,0.656500802568218,0.598425196850393,0.872340425531916,0.66972669129231
2007-07-01,0.944106925880922,0.611556982343499,0.748031496062988,0.895136778115502,0.799708045600728
2007-08-01,0.827460510328066,0.601926163723916,0.811023622047238,0.916413373860183,0.789205917489851
2007-09-01,0.625759416767921,0.595505617977529,0.771653543307084,0.928571428571429,0.730372501655991
2007-10-01,0.493317132442283,0.704654895666131,0.803149606299214,0.94984802431611,0.737742414680934
2007-11-01,0.3681652490887,0.701444622792935,0.692913385826774,0.94984802431611,0.67809282050613
2007-12-01,0.370595382746051,0.703049759229536,0.724409448818893,0.943768996960488,0.685455896938742
2008-01-01,0.680437424058324,0.736757624398072,0.653543307086619,0.998480243161096,0.767304649676028
2008-02-01,0.861482381530982,0.731942215088285,0.787401574803143,0.975683890577508,0.83912751549998
2008-03-01,0.716889428918589,0.669341894060995,0.732283464566929,0.992401215805472,0.777729000837996
2008-04-01,0.775212636695019,0.666131621187801,0.740157480314964,1,0.795375434549446
2008-05-01,0.704738760631834,0.738362760834672,0.850393700787405,NA,0.76449840741797
2008-06-01,0.59052247873633,0.664526484751204,0.614173228346453,NA,0.623074063944662
2008-07-01,0.476306196840826,0.666131621187801,0.590551181102357,0.975683890577508,0.677168222427123
2008-08-01,0.353584447144592,0.725521669341893,0.574803149606298,0.975683890577508,0.657398289167573
2008-09-01,0.44228432563791,0.637239165329052,0.535433070866143,0.957446808510638,0.643100842585936
2008-10-01,0.562575941676793,0.540930979133227,0.582677165354333,0.969604863221886,0.66394723734656
2008-11-01,0.789793438639127,0.561797752808988,0.566929133858273,0.951367781155016,0.717472026615351
2008-12-01,0.798298906439855,0.68378812199037,0.598425196850393,0.946808510638299,0.756830183979729
2009-01-01,0.805589307411908,0.693418940609953,0.645669291338583,0.936170212765957,0.7702119380316
2009-02-01,NA,0.563402889245586,0.685039370078738,0.94984802431611,0.732763427880145
2009-03-01,0.760631834750912,0.593900481540931,0.685039370078738,0.931610942249242,0.742795657154956
2009-04-01,0.60753341433779,0.659711075441412,0.692913385826774,0.928571428571429,0.722182326044351
2009-05-01,0.471445929526123,0.616372391653291,0.574803149606298,NA,0.55420715692857
2009-06-01,NA,NA,NA,0.919452887537994,0.919452887537994
2009-07-01,0.413932766302146,0.58266452648475,0.524934383202099,0.908814589665654,0.607586566413662
2009-08-01,0.597812879708384,0.332263242375603,0.472440944881893,0.904255319148937,0.576693096528704
2009-09-01,0.437424058323209,0.63884430176565,0.409448818897643,0.898176291793313,0.595973367694954
2009-10-01,0.340218712029161,0.608346709470306,0.385826771653547,0.893617021276597,0.557002303607403
2009-11-01,0.290400972053463,0.597110754414125,0.393700787401572,0.899696048632219,0.545227140625345
2009-12-01,0.701093560145807,0.598715890850723,0.425196850393702,0.896656534954408,0.65541570908616
2010-01-01,NA,0.558587479935795,0.401574803149607,0.869300911854103,0.609821064979835
2010-02-01,0.902794653705952,0.532905296950242,0.559055118110238,0.873860182370821,0.717153812784313
2010-03-01,0.872417982989063,0.489566613162118,0.622047244094488,0.864741641337386,0.712193370395764
2010-04-01,0.701093560145807,0.00642054574638944,0.559055118110238,0.85258358662614,0.529788202657144
2010-05-01,0.708383961117861,0.224719101123596,0.543307086614178,0.849544072948329,0.581488555450991
2010-06-01,0.680437424058324,0.216693418940611,0.472440944881893,0.83890577507599,0.552119390739204
2010-07-01,0.336573511543134,0.0626003210272874,0.440944881889762,0.828267477203648,0.417096547915958
2010-08-01,0.234507897934387,0.608346709470306,0.377952755905512,0.80243161094225,0.505809743563114
2010-09-01,0.26123936816525,0.365971107544141,0.267716535433071,0.787234042553193,0.420540263423914
2010-10-01,0.269744835965978,0.581059390048154,0.354330708661417,0.796352583586628,0.500371879565544
2010-11-01,0.278250303766708,0.540930979133227,0.393700787401572,0.816109422492402,0.507247873198477
2010-12-01,NA,0.391653290529694,NA,NA,0.391653290529694
2011-01-01,NA,0.367576243980739,0.322834645669297,0.744680851063831,0.478363913571289
2011-02-01,NA,0.458533975387908,0.354330708661417,0.775075987841947,0.529313557297091
2011-03-01,0.275820170109355,NA,0.385826771653547,NA,0.330823470881451
2011-04-01,0.526123936816524,0.536115569823435,0.354330708661417,0.806231003039515,0.555700304585223
2011-05-01,0.52490886998785,0.468699839486356,0.307086614173226,0.77355623100304,0.518562888662618
2011-06-01,0.530984204131226,0.561797752808988,0.267716535433071,0.743161094224924,0.525914896649552
2011-07-01,0.216281895504253,0.536115569823435,0.228346456692916,0.711246200607904,0.422997530657127
2011-08-01,0.228432563791008,0.552166934189405,0.244094488188976,0.679331306990882,0.426006323290068
2011-09-01,NA,0.534510433386837,0.204724409448821,0.670212765957446,0.469815869597702
2011-10-01,0.126366950182261,0.340288924558588,0.196850393700786,0.682370820668695,0.336469272277582
2011-11-01,0.128797083839611,0.512038523274478,0.173228346456702,0.651975683890579,0.366509909365342
2011-12-01,NA,0.520064205457465,0.165354330708666,0.648936170212768,0.4447849021263
2012-01-01,0.270959902794654,0.536115569823435,0.165354330708666,0.624620060790274,0.399262466029257
2012-02-01,0.447144592952613,0.47191011235955,0.149606299212607,0.613981762917934,0.420660691860676
2012-03-01,NA,0.43980738362761,0.125984251968511,0.618541033434652,0.394777556343591
2012-04-01,0.399756986634265,0.487961476725522,0.165354330708666,0.577507598784194,0.407645098213162
2012-05-01,NA,0.510433386837882,0.181102362204726,0.577507598784194,0.423014449275601
2012-06-01,NA,0.507223113964686,0.188976377952762,0.582066869300912,0.426088787072786
2012-07-01,NA,0.520064205457465,0.251968503937012,0.585106382978725,0.452379697457734
2012-08-01,0.462940461725395,0.492776886035314,0.275590551181107,0.588145896656536,0.454863448899588
2012-09-01,0.470230862697449,0.60513643659711,0.299212598425202,0.609422492401217,0.496000597530244
2012-10-01,0.481166464155528,0.616372391653291,0.314960629921262,0.475683890577509,0.472045844076897
2012-11-01,NA,0.712680577849119,0.456692913385833,0.642857142857144,0.604076878030698
2012-12-01,1,0.680577849117174,0.496062992125988,0.664133738601825,0.710193644961246
2013-01-01,NA,0.468699839486356,0.700787401574798,0.72340425531915,0.630963832126768
2013-02-01,NA,0.489566613162118,0.779527559055119,0.759878419452888,0.676324197223375
2013-03-01,NA,NA,NA,0.797872340425532,0.797872340425532
2013-04-01,NA,0.492776886035314,0.811023622047238,0.823708206686931,0.709169571589828
2013-05-01,NA,0.504012841091493,0.692913385826774,0.843465045592705,0.680130424170324
2013-06-01,NA,0.520064205457465,0.779527559055119,0.848024316109422,0.715872026874002
2013-07-01,NA,0.504012841091493,0.685039370078738,0.861702127659575,0.683584779609935
2013-08-01,NA,0.569823434991974,0.637795275590548,0.854103343465046,0.687240684682523
2013-09-01,NA,0.504012841091493,0.622047244094488,0.834346504559272,0.653468863248418
2013-10-01,NA,0.548956661316212,0.551181102362203,0.828267477203648,0.642801746960687
2013-11-01,NA,0.565008025682182,0.472440944881893,0.831306990881459,0.622918653815178
2013-12-01,NA,0.552166934189405,0.566929133858273,0.835866261398177,0.651654109815285
2014-01-01,NA,0.613162118780097,0.645669291338583,0.82066869300912,0.6931667010426
2014-02-01,NA,0.598715890850723,0.818897637795274,0.835866261398177,0.751159930014724
2014-03-01,0.826245443499392,0.584269662921348,0.795275590551179,0.828267477203648,0.758514543543892
2014-04-01,0.812879708383962,0.529695024077046,0.771653543307084,0.835866261398177,0.737523634291567
2014-05-01,0.803159173754556,0.534510433386837,0.732283464566929,0.837386018237083,0.726834772486351
2014-06-01,0.761846901579586,0.521669341894061,0.716535433070869,0.844984802431612,0.711259119744032
2014-07-01,0.753341433778858,0.552166934189405,0.708661417322833,0.840425531914894,0.713648829301498
2014-08-01,0.747266099635479,0.568218298555378,0.637795275590548,0.829787234042555,0.69576672695599
2014-09-01,NA,0.584269662921348,0.559055118110238,0.819148936170213,0.654157905733933
2014-10-01,0.283110571081409,0.568218298555378,0.543307086614178,0.823708206686931,0.554586040734474
2014-11-01,NA,NA,NA,0.835866261398177,0.835866261398177
2014-12-01,0.502430133657352,0.59951845906902,0.56299212598425,0.863221884498481,0.632040650802276
