"","D","Lad_2","Lad_3","Lad_31","Lad_mean"
"289",2014-01-01,0.884878655880523,0.397306397306398,0.907692307692315,0.896285481786419
"290",2014-02-01,0.634100808960797,0.350168350168351,0.800000000000007,0.717050404480402
"291",2014-03-01,0.458307405102677,0.313131313131314,0.715384615384622,0.586846010243649
"292",2014-04-01,0.502177971375233,0.311447811447809,0.711538461538461,0.606858216456847
"293",2014-05-01,0.645301804604854,0.375420875420877,0.857692307692317,0.751497056148585
"294",2014-06-01,0.467952706907281,0.309764309764309,0.707692307692311,0.587822507299796
"295",2014-07-01,0.32389545737399,0.249158249158251,0.569230769230777,0.446563113302384
"296",2014-08-01,0.261667703795894,0.22895622895623,0.523076923076929,0.392372313436412
"297",2014-09-01,0.199128811449907,0.22053872053872,0.503846153846156,0.351487482648031
"298",2014-10-01,0.410080896079652,1,NA,0.410080896079652
"299",2014-11-01,0.686683260734288,0.358585858585856,0.819230769230769,0.752957014982528
"300",2014-12-01,0.716552582451773,0.33838383838384,0.773076923076932,0.744814752764353
