"D","Coven Lane 1048GW","Podmore 1022GW","Woolgarston 1009GW","Brocton Park Farm 1026GW","Broughton Hall 1032GW","Bishops Offley 1030GW","Stafford Lodge 1031GW","Stabhill 1029GW","Little Grange Farm 1035GW","Codsall 1025GW","Shelton under Harley 1043GW","Wing House 1044GW","Squirrels Leap 1063GW","Brocton Nature Reserve 1045GW","Sherbrooke Valley 1047GW","Four Crosses 1007GW","Cat and Kittens Lane 1050GW","comp"
1990-11-01,0.124999999999999,0.098420413122722,0.873920552677031,0.413284132841327,0.182985553772071,0.220472440944881,0.414110429447852,0.427142857142858,0.374655647382917,0.034482758620688,0.326747720364743,0.126151012891345,0.73809523809524,0.250688705234159,0.36021505376344,0.227272727272727,0.0311418685121071,0.307340418358006
1990-12-01,0.0640243902439048,0.0607533414337788,0.829015544041451,0.409594095940959,0.213483146067415,0.259842519685047,0.401840490797543,0.435714285714287,0.517906336088154,0.0482758620689612,0.322188449848025,0.121546961325968,0.707142857142854,0.245179063360878,0.354838709677419,0.219008264462812,0.0380622837370242,0.308730388331558
1991-01-01,0.149390243902442,0.285540704738762,0.884283246977549,0.374538745387454,0.20545746388443,0.291338582677167,0.392638036809817,0.427142857142858,0.586776859504132,0.206896551724138,0.351063829787234,0.121546961325968,0.685714285714289,0.286501377410466,0.358422939068101,0.280991735537188,0.15570934256055,0.355526692008973
1991-02-01,0.15548780487805,0.545565006075333,0.822107081174441,0.35608856088561,0.0834670947030491,0.370078740157488,0.401840490797543,0.420000000000002,0.617079889807158,0.17241379310345,0.370820668693009,0.121546961325968,0.664285714285716,0.247933884297519,0.347670250896058,0.297520661157026,0.162629757785468,0.362149197648405
1991-03-01,0.158536585365857,0.667071688942891,0.801381692573404,0.363468634686347,0.0690208667736768,0.338582677165357,0.411042944785274,0.400000000000002,0.617079889807158,0.255172413793099,0.36322188449848,0.104972375690608,0.659523809523809,0.292011019283744,0.336917562724014,0.326446280991734,0.200692041522492,0.374420139301644
1991-04-01,0.143292682926829,0.667071688942891,0.620034542314337,0.392988929889298,0.0577849117174959,0.362204724409452,0.3680981595092,0.395714285714287,0.586776859504132,0.206896551724138,0.335866261398178,0.111418047882137,0.633333333333337,0.322314049586774,0.335125448028671,0.309917355371902,0.176470588235292,0.35442990708755
1991-05-01,0.161585365853659,0.572296476306196,0.525043177892918,0.411439114391145,0.0626003210272874,0.362204724409452,0.355828220858896,0.387142857142858,0.556473829201098,0.199999999999996,0.314589665653497,0.118784530386741,NA,0.322314049586774,0.331541218637993,0.33884297520661,0.193771626297575,0.325903634553293
1991-06-01,0.149390243902442,0.44228432563791,0.521588946459413,0.429889298892988,0.0256821829855532,0.330708661417322,0.349693251533743,0.381428571428572,0.465564738292011,0.144827586206893,0.29483282674772,0.131675874769798,0.60238095238095,0.305785123966942,0.322580645161288,0.33471074380165,0.16955017301038,0.317798479211504
1991-07-01,0.109756097560975,0.495747266099635,0.528497409326426,0.429889298892988,0,0.283464566929131,0.337423312883435,0.37,0.426997245179059,0.103448275862064,0.282674772036474,0.134438305709025,NA,0.300275482093661,0.317204301075266,0.289256198347104,0.131487889273355,0.283785026329288
1991-08-01,0.103658536585367,NA,0.537132987910191,0.42619926199262,0.441412520064205,0.244094488188976,0.331288343558283,0.375714285714287,0.363636363636362,0.0758620689655174,0.273556231003039,0.132596685082873,0.583333333333335,0.289256198347107,0.311827956989245,0.268595041322312,0.107266435986156,0.304089421167492
1991-09-01,0.106707317073173,0.356014580801943,0.521588946459413,0.400369003690037,0.280898876404494,0.181102362204726,0.30674846625767,0.351428571428573,0.28374655647383,0.0275862068965465,0.253799392097265,0.123388581952118,0.547619047619048,0.261707988980713,0.301075268817201,0.239669421487604,0.0726643598615899,0.271536173441526
1991-10-01,0.0518292682926834,0.201701093560145,0.468048359240069,0.383763837638376,0.409309791332263,0.157480314960631,0.282208588957057,0.337142857142857,0.220385674931125,0.0275862068965465,0.237082066869301,0.124309392265194,0.528571428571426,0.242424242424241,0.293906810035841,0.214876033057851,0.0519031141868485,0.24897229884485
1991-11-01,0.057926829268292,0.157958687727825,0.519861830742661,0.387453874538744,0.231139646869983,0.165354330708666,0.263803680981596,0.33,0.316804407713501,0.0827586206896492,0.206686930091185,0.124309392265194,0.495238095238096,0.220385674931129,0.288530465949819,0.223140495867766,0.0449826989619364,0.242137391914473
1991-12-01,0,0.121506682867558,0.395509499136441,0.317343173431734,0.378812199036918,0.118110236220476,0.251533742331287,0.322857142857144,0.32506887052341,0.0413793103448295,0.186930091185411,0.132596685082873,NA,0.195592286501376,0.272401433691754,0.152892561983468,0,0.200783369699667
1992-01-01,0.0426829268292684,0.266099635479951,0.333333333333333,0.33210332103321,0.252006420545747,0.133858267716536,0.233128834355826,0.278571428571429,0.531680440771345,0.0896551724137907,0.177811550151976,0.104972375690608,0.476190476190474,NA,0.263440860215054,0.165289256198344,0.0276816608996535,0.231781622524784
